"call","grant_type","domain","area","sub_area","reference","title","main_researcher","institution","requested_funds","awarded_funds","feder_funding"
"Concurso 2012","Excelência 2012","Ciências Exatas e da Engenharia","Engenharia Eletrotécnica e Engenharia Informática","Engenharia Eletrotécnica e Engenharia Informática - Telecomunicações","EXCL/EEI-TEL/0067/2012","Transceptores de rádio energeticamente eficientes para transmissão de dados","Nuno Miguel Gonçalves Borges de Carvalho","Instituto de Telecomunicações (IT)",483304,483304,0
"Concurso 2012","Excelência 2012","Ciências Exatas e da Engenharia","Engenharia Mecânica e Sistemas de Engenharia","Engenharia Mecânica e Sistemas de Engenharia - Projeto Mecânico","EXCL/EMS-PRO/0084/2012","Desenvolvimento de um elemento coesivo para juntas adesivas que inclui o dano causado pelo ambiente e pela fadiga","Lucas Filipe Martins da Silva","Instituto de Engenharia Mecânica (IDMEC)",261840,210000,0
"Concurso 2012","Excelência 2012","Ciências Exatas e da Engenharia","Engenharia Mecânica e Sistemas de Engenharia","Engenharia Mecânica e Sistemas de Engenharia - Projeto Mecânico","EXCL/EMS-PRO/0103/2012","Transmissões por engrenagens de elevada eficiência e fiabilidade tribológica","Jorge Humberto Oliveira Seabra","Instituto de Engenharia Mecânica e Gestão Industrial (INEGI/UP)",494928,494928,420688.8
"Concurso 2012","Excelência 2012","Ciências Exatas e da Engenharia","Engenharia Mecânica e Sistemas de Engenharia","Engenharia Mecânica e Sistemas de Engenharia - Tecnologia Mecânica","EXCL/EMS-TEC/0460/2012","Sinterização laser multi-material para produção de estruturas com gradiente de propriedades","Filipe Samuel Correia Pereira da Silva","Universidade do Minho (UM)",493999,453999,367150.7
"Concurso 2012","Excelência 2012","Ciências Exatas e da Engenharia","Física","Física - Física da Matéria Condensada e Nanotecnologia","EXCL/FIS-NAN/0083/2012","Auto-agregação do modelo de colóides de Lisboa em superfícies estruturadas e mais","Margarida Maria Telo da Gama","Fundação da Faculdade de Ciências (FFC/FC/UL)",324929,324929,0
"Concurso 2012","Excelência 2012","Ciências Exatas e da Engenharia","Matemática","Matemática - Análise Numérica, Otimização  e Modelação Matemática","EXCL/MAT-NAN/0114/2012","Modelação Matemática e Computacional da Fisiologia Humana","Adélia da Costa Sequeira dos Ramos Silva","Associação do Instituto Superior Técnico para a Investigação e o Desenvolvimento (IST-ID)",292911,238000,0
"Concurso 2012","Excelência 2012","Ciências Exatas e da Engenharia","Matemática","Matemática - Geometria e Topologia","EXCL/MAT-GEO/0222/2012","Geometria e Física-Matemática","Miguel Tribolet de Abreu","Associação do Instituto Superior Técnico para a Investigação e o Desenvolvimento (IST-ID)",499963,326000,0
"Concurso 2012","Excelência 2012","Ciências Exatas e da Engenharia","Química e Engenharia Química","Química e Engenharia Química - Processos de Separação","EXCL/QEQ-PRS/0308/2012","Novos Processos Cíclicos de Adsorção-Reação","Alírio Egídio Rodrigues","Faculdade de Engenharia da Universidade do Porto (FE/UP)",496963,496963,279362.7
"Concurso 2012","Excelência 2012","Ciências Exatas e da Engenharia","Química e Engenharia Química","Química e Engenharia Química - Química Computacional","EXCL/QEQ-COM/0394/2012","Catálise enzimática - em busca de um modelo global","Maria João Ribeiro Nunes Ramos","Instituto de Ciências e Tecnologias Agrárias e Agro-Alimentares - Porto (ICETA-Porto/UP)",442533,442533,306793.05
"Concurso 2012","Excelência 2012","Ciências Exatas e da Engenharia","Química e Engenharia Química","Química e Engenharia Química - Química Medicinal","EXCL/QEQ-MED/0233/2012","Sistemas Moleculares e Nano para Teranóstica de Cancro","Isabel da Graça Rego dos Santos","Associação do Instituto Superior Técnico para a Investigação e o Desenvolvimento (IST-ID)",496065,496065,0
"Concurso 2012","Excelência 2012","Ciências Naturais e do Ambiente","Agricultura e Ciências Florestais","Agricultura e Ciências Florestais - Produção Agrícola","EXCL/AGR-PRO/0038/2012","Identificação de polimorfismos no gene DcAOX1a para desenvolvimento de um marcador funcional eficiente","Hélia Cristina Guerra Cardoso","Universidade de Évora (UE)",498732,350000,297500
"Concurso 2012","Excelência 2012","Ciências Naturais e do Ambiente","Agricultura e Ciências Florestais","Agricultura e Ciências Florestais - Produção Agrícola","EXCL/AGR-PRO/0591/2012","Protecção da oliveira em modo de produção sustentável num cenário de alterações climáticas globais: ligação entre infraestruturais ecológicas e funções do ecossistema","José Alberto Cardoso Pereira","Instituto Politécnico de Bragança (IPBragança)",457200,437200,371620
"Concurso 2012","Excelência 2012","Ciências Naturais e do Ambiente","Agricultura e Ciências Florestais","Agricultura e Ciências Florestais - Tecnologia de Produtos de Base Biológica","EXCL/AGR-TEC/0336/2012","HoliWine: Uma abordagem holística para a enologia.","Ana Catarina Batista Gomes","BIOCANT - Associação de Transferência de Tecnologia (BIOCANT)",469751,336751,286238.35
"Concurso 2012","Excelência 2012","Ciências Naturais e do Ambiente","Ambiente e Alterações Globais","Ambiente e Alterações Globais - Alterações Ambientais Globais","EXCL/AAG-GLO/0661/2012","Diversidade genética e dinâmica de populações marginais - respostas a alterações globais","Maria Ester Tavares Álvares Serrão","Centro de Ciências do Mar (CCMar/CIMAR)",499557,499557,0
"Concurso 2012","Excelência 2012","Ciências Naturais e do Ambiente","Ambiente e Alterações Globais","Ambiente e Alterações Globais - Modelação e Avaliação Ambiental","EXCL/AAG-MAA/0383/2012","Qualidade da atmosfera urbana, alterações climáticas e resiliência","Carlos Alberto Diogo Soares Borrego","Universidade de Aveiro (UA)",473421,473421,402407.85
"Concurso 2012","Excelência 2012","Ciências Naturais e do Ambiente","Ciências Biológicas","Ciências Biológicas - Biologia Animal","EXCL/BIA-ANM/0549/2012","Mecanismos moleculares e implicações evolutivas da plasticidade social","Rui Filipe Nunes Pais Oliveira","Fundação Calouste Gulbenkian (FCG)",470362,310000,0
"Concurso 2012","Excelência 2012","Ciências Naturais e do Ambiente","Geociências","Geociências - Geofísica e Geoquímica","EXCL/GEO-FIQ/0411/2012","SEICHE - Sismicidade do interior das placas - desafios para a avaliação da perigosidade","Joao Filipe de Barros Duarte Fonseca","Associação do Instituto Superior Técnico para a Investigação e o Desenvolvimento (IST-ID)",456881,250000,0
"Concurso 2012","Excelência 2012","Ciências Sociais e Humanidades","A Mente Humana e a sua Complexidade","A Mente Humana e a sua Complexidade - Linguística","EXCL/MHC-LIN/0688/2012","Do Olhar ao Cérebro - Marcadores Precoces no Desenvolvimento da Linguagem","Marina Cláudia Pereira Verga e Afonso Vigário","Faculdade de Letras da Universidade de Lisboa (FL/UL)",266767,173917,0
"Concurso 2012","Excelência 2012","Ciências Sociais e Humanidades","A Mente Humana e a sua Complexidade","A Mente Humana e a sua Complexidade - Psicologia Social e das Organizações","EXCL/MHC-PSO/0800/2012","Identidade Nacional, Controlo Social, Coesão e Orgulho versus Vergonha Nacional: Uma Abordagem baseada na Teoria da Dinâmica de Grupos Subjectiva","Isabel Maria Rocha Pinto","Faculdade de Psicologia e de Ciências da Educação da Universidade do Porto (FPCE/UP)",114516,112516,95638.6
"Concurso 2012","Excelência 2012","Ciências Sociais e Humanidades","Estudo do Passado Humano","Estudo do Passado Humano - História","EXCL/EPH-HIS/0708/2012","A Génese do Direito Internacional. Leituras Políticas da Bíblia e o Legado Ibérico","Sofia Margarida Ludovice Travassos Valdez Tuma","Faculdade de Direito da Universidade Nova de Lisboa (FD/UNL)",47215,47215,0
"Concurso 2012","Excelência 2012","Ciências Sociais e Humanidades","Instituições, Valores, Crenças e Comportamento","Instituições, Valores, Crenças e Comportamento - Políticas de Educação e de Ciência","EXCL/IVC-PEC/0789/2012","Desafios Globais, Iniciativas Nacionais e Respostas Institucionais: Mapeando a Transformação das Instituições de Ensino Superior Portuguesas no Dealbar do Século XXI","Pedro Nuno de Freitas Lopes Teixeira","Centro de Investigação de Políticas do Ensino Superior (CIPES)",153138,153138,130167.3
"Concurso 2012","Competências 2012","Ciências da Vida e da Saúde","Biologia Experimental","Biologia Experimental - Biologia Celular e Molecular","RECI/BEX-BCM/0083/2012","Imagiologia da estrutura e dinâmica de moléculas e complexos em organismos vivos","Nuno António Gonçalves Moreno","Fundação Calouste Gulbenkian (FCG)",495008,495008,0
"Concurso 2012","Competências 2012","Ciências da Vida e da Saúde","Biomedicina","Biomedicina - Mecanismos da Doença","RECI/BIM-MEC/0161/2012","Modelos animais de doenças humanas: Refinamento de estratégias e implementação de novas tecnologias","Joana Margarida da Silva Marques","Instituto de Medicina Molecular (IMM/FM/UL)",498665,498665,0
"Concurso 2012","Competências 2012","Ciências da Vida e da Saúde","Biomedicina","Biomedicina - Oncobiologia","RECI/BIM-ONC/0201/2012","Estudo piloto sobre as microvesículas derivadas de tumores e das células progenitoras da medula óssea como biomarcadores de diagnóstico e prognóstico em pacientes com cancros da mama inflamatório (CMI) e avançado (CMA)","Maria de Fatima Cabral da Rocha Cardoso","Fundação D. Anna de Sommer Champalimaud e Dr. Carlos Montez Champalimaud (FC)",376008,120000,0
"Concurso 2012","Competências 2012","Ciências da Vida e da Saúde","Imunologia e Infeção","Imunologia e Infeção - Imunologia e Inflamação","RECI/IMI-IMU/0038/2012","Host microbe interaction at Instituto Gulbenkian de Ciência","Miguel Che Parreira Soares","Fundação Calouste Gulbenkian (FCG)",499892,499892,0
"Concurso 2012","Competências 2012","Ciências da Vida e da Saúde","Neurociências, Envelhecimento e Doenças Degenerativas","Neurociências, Envelhecimento e Doenças Degenerativas - Neurociências - Molecular e Celular","RECI/NEU-NMC/0138/2012","Mecanismos moleculares da dor crónica: uma abordagem integrada com base em modelos animais geneticamente manipulados","Deolinda Maria Valente Alves Lima Teixeira","Faculdade de Medicina da Universidade do Porto (FM/UP)",398421,398421,338657.85
"Concurso 2012","Competências 2012","Ciências Exatas e da Engenharia","Bioengenharia, Biotecnologia e Bioquímica","Bioengenharia, Biotecnologia e Bioquímica - Biologia Estrutural e Proteómica","RECI/BBB-BEP/0104/2012","A arquitectura da vida: A estrutura quaternária de cápsulas virais por espectrometria de massa nativa","Carlos Alberto Alves Cordeiro","Faculdade de Ciências da Universidade de Lisboa (FC/UL)",490780,490780,0
"Concurso 2012","Competências 2012","Ciências Exatas e da Engenharia","Bioengenharia, Biotecnologia e Bioquímica","Bioengenharia, Biotecnologia e Bioquímica - Biologia Estrutural e Proteómica","RECI/BBB-BEP/0124/2012","Biologia Estrutural Moderna: Recursos para impulsionar a Cristalografia de Raios-X ""in-house""","Ana Luisa Moreira de Carvalho","Fundação da Faculdade de Ciências e Tecnologia (FFCT/FCT/UNL)",496237,496237,0
"Concurso 2012","Competências 2012","Ciências Exatas e da Engenharia","Bioengenharia, Biotecnologia e Bioquímica","Bioengenharia, Biotecnologia e Bioquímica - Bioquímica e Biofísica","RECI/BBB-BQB/0230/2012","NMR Net - Centro Nacional de Ressonância Magnética Nuclear: desde a Estrutura e Dinâmica Moleculares à Função Proteica, Fisiologia Celular e Metabolómica","Pedro Miguel António Lamosa","Instituto de Tecnologia Química e Biológica (ITQB/UNL)",499752,499752,0
"Concurso 2012","Competências 2012","Ciências Exatas e da Engenharia","Bioengenharia, Biotecnologia e Bioquímica","Bioengenharia, Biotecnologia e Bioquímica - Engenharia Biológica","RECI/BBB-EBI/0179/2012","Consolidação das Competências e Recursos de Investigação em Biotecnologia Celular e Molecular no CEB/IBB","Manuel José Magalhães Gomes Mota","Universidade do Minho (UM)",338852,338852,288024.2
"Concurso 2012","Competências 2012","Ciências Exatas e da Engenharia","Ciência e Engenharia de Materiais","Ciência e Engenharia de Materiais - Cerâmica e Vidro","RECI/CTM-CER/0336/2012","Enfrentando os desafios da caracterização de novos materiais e processos térmicos (Heat@UA)","Vitor Bras de Sequeira Amaral","Universidade de Aveiro (UA)",425134,425134,361363.9
"Concurso 2012","Competências 2012","Ciências Exatas e da Engenharia","Ciência e Engenharia de Materiais","Ciência e Engenharia de Materiais - Polímeros e Compósitos","RECI/CTM-POL/0342/2012","Nanomateriais multifuncionais para microscopia de fluorescência e para sensores","José Manuel Gaspar Martinho","Associação do Instituto Superior Técnico para a Investigação e o Desenvolvimento (IST-ID)",488710,488710,0
"Concurso 2012","Competências 2012","Ciências Exatas e da Engenharia","Engenharia Civil e Minas","Engenharia Civil e Minas - Hidráulica","RECI/ECM-HID/0371/2012","Rede de Investigação em Hidráulica Fluvial","Rui Miguel Lage Ferreira","Associação do Instituto Superior Técnico para a Investigação e o Desenvolvimento (IST-ID)",299147,299147,0
"Concurso 2012","Competências 2012","Ciências Exatas e da Engenharia","Engenharia Eletrotécnica e Engenharia Informática","Engenharia Eletrotécnica e Engenharia Informática - Automação, Controlo e Robótica","RECI/EEI-AUT/0181/2012","Apoio á mobilidade suportada por controlo partilhado e interfaces homem-máquina avançados","Urbano José Carreira Nunes","Instituto de Sistemas e Robótica (ISR)",437558,437558,371924.3
"Concurso 2012","Competências 2012","Ciências Exatas e da Engenharia","Engenharia Eletrotécnica e Engenharia Informática","Engenharia Eletrotécnica e Engenharia Informática - Sistemas Inteligentes, Interação e Multimédia","RECI/EEI-SII/0360/2012","Ambientes Virtuais Multisensoriais, Imersivos, Imersivos e Credíveis","António Augusto Sousa","Instituto de Engenharia de Sistemas e Computadores do Porto (INESC Porto/FE/UP)",442410,442410,376048.5
"Concurso 2012","Competências 2012","Ciências Exatas e da Engenharia","Engenharia Mecânica e Sistemas de Engenharia","Engenharia Mecânica e Sistemas de Engenharia - Energia e Ambiente","RECI/EMS-ENE/0170/2012","Durabilidade de Colectores Solares Térmicos","Teresa Fernanda Mendonça Marques da Cunha Diamantino","Laboratório Nacional de Energia e Geologia, I.P. (LNEG)",425976,425976,319579.6
"Concurso 2012","Competências 2012","Ciências Exatas e da Engenharia","Engenharia Mecânica e Sistemas de Engenharia","Engenharia Mecânica e Sistemas de Engenharia - Sistemas de Engenharia","RECI/EMS-SIS/0147/2012","Dinâmica de fenómenos de transporte na interface em sistemas de conversão de energia à micro-escala.","António Luis Nobre Moreira","Associação do Instituto Superior Técnico para a Investigação e o Desenvolvimento (IST-ID)",499887,499887,0
"Concurso 2012","Competências 2012","Ciências Exatas e da Engenharia","Física","Física - Astronomia e Astrofísica","RECI/FIS-AST/0163/2012","ESPRESSO: um novo espectrógrafo para o VLT (parte V) - Eletrónica de controle e o sub-sistema ADC","Nuno Miguel Cardoso Santos","Centro de Astrofísica (CAUP/UP)",465000,465000,395250
"Concurso 2012","Competências 2012","Ciências Exatas e da Engenharia","Física","Física - Astronomia e Astrofísica","RECI/FIS-AST/0176/2012","ESPRESSO: Um novo espectrógrafo para o VLT (Parte IV) - Completando o Coudé Train","Mário João Pires Fernandes Garcia Monteiro","Centro de Astrofísica (CAUP/UP)",486000,486000,413100
"Concurso 2012","Competências 2012","Ciências Exatas e da Engenharia","Física","Física - Física da Matéria Condensada e Nanotecnologia","RECI/FIS-NAN/0183/2012","LabOPTO - Extensão de valências técnicas","Teresa Maria Fernandes Rodrigues Cabral Monteiro","Universidade de Aveiro (UA)",496077,496077,421665.45
"Concurso 2012","Competências 2012","Ciências Exatas e da Engenharia","Física","Física - Física Nuclear, Partículas Elementares e Altas Energias","RECI/FIS-NUC/0115/2012","Suporte para o tier-2 de ATLAS e CMS no contexto do memorando de entendimento do WLCG","Jorge Humberto Lúcio Oliveira Gomes","Laboratório de Instrumentação e Física Experimental de Partículas (LIP)",500000,500000,425000
"Concurso 2012","Competências 2012","Ciências Exatas e da Engenharia","Química e Engenharia Química","Química e Engenharia Química - Química Física","RECI/QEQ-QFI/0168/2012","Do espaço químico à função biológica: uma viagem pela mão da UC-NMR","Rui Manuel Pontes Meireles Ferreira Brito","Universidade de Coimbra (UC)",443500,443500,376975
"Concurso 2012","Competências 2012","Ciências Exatas e da Engenharia","Química e Engenharia Química","Química e Engenharia Química - Química Inorgânica","RECI/QEQ-QIN/0189/2012","Do desenvolvimento de novos produtos bioactivos à descoberta de novos materiais funcionais: uma abordagem estrutural em áreas emergentes","Maria Teresa Nogueira Leal da Silva Duarte","Associação do Instituto Superior Técnico para a Investigação e o Desenvolvimento (IST-ID)",498869,498869,0
"Concurso 2012","Competências 2012","Ciências Exatas e da Engenharia","Química e Engenharia Química","Química e Engenharia Química - Química Medicinal","RECI/QEQ-MED/0330/2012","De pequenas moléculas bioactivas a uma abordagem ÓMICA integrada: Ferramentas de Espectrometria de Massa para a compreensão mecanística de propriedades farmacológicas e funcionais, toxicidade e respostas ao stress","Maria Matilde Soares Duarte Marques","Associação do Instituto Superior Técnico para a Investigação e o Desenvolvimento (IST-ID)",494426,494426,0
"Concurso 2012","Competências 2012","Ciências Naturais e do Ambiente","Agricultura e Ciências Florestais","Agricultura e Ciências Florestais - Tecnologia de Produtos de Base Biológica","RECI/AGR-TEC/0285/2012","Desenvolvimento de um sistema global de qualidade do arroz, recorrendo a ferramentas de análises de imagem, físico-químicas, sensoriais e quimiométricas para melhorar a qualidade da cultura e o valor de utilização (BEST-RICE-4-LIFE)","Carla Maria Cadete Martins Moita Brites","Instituto Nacional de Investigação Agrária e Veterinária, I.P. (INIAV)",249290,249290,0
"Concurso 2012","Competências 2012","Ciências Naturais e do Ambiente","Agricultura e Ciências Florestais","Agricultura e Ciências Florestais - Tecnologia de Produtos de Base Biológica","RECI/AGR-TEC/0493/2012","Uma abordagem holística de avaliação da variabilidade fenotípica da composição química das madeiras ao nível dos anéis de crescimento","José Carlos Carvalho Rodrigues","Instituto de Investigação Científica Tropical,I.P. (IICT) (IICT/MNE)",216340,196340,0
"Concurso 2012","Competências 2012","Ciências Naturais e do Ambiente","Ambiente e Alterações Globais","Ambiente e Alterações Globais - Alterações Ambientais Globais","RECI/AAG-GLO/0470/2012","Cetáceos como organismos sentinelas da saúde do meio marinho","Catarina Isabel da Costa Simões Eira","Universidade de Aveiro (UA)",497948,497948,299740.6
"Concurso 2012","Competências 2012","Ciências Naturais e do Ambiente","Ambiente e Alterações Globais","Ambiente e Alterações Globais - Tecnologias Ambientais","RECI/AAG-TEC/0400/2012","Aplicações da Radiação Ionizante para um Ambiente Sustentável","Maria Luisa Camelo de Beirão Soares Botelho","Associação do Instituto Superior Técnico para a Investigação e o Desenvolvimento (IST-ID)",499469,499469,0
"Concurso 2012","Competências 2012","Ciências Naturais e do Ambiente","Geociências","Geociências - Meteorologia e Clima","RECI/GEO-MET/0380/2012","SHARE - Sistema de modelação atmosfera-oceano em alta resolução","Pedro Manuel Alberto Miranda","Universidade de Lisboa (UL)",492032,250000,0
"Concurso 2012","Competências 2012","Ciências Sociais e Humanidades","Instituições, Valores, Crenças e Comportamento","Instituições, Valores, Crenças e Comportamento - Sociologia","RECI/IVC-SOC/0476/2012","Infraestrutura das Atitudes Sociais e Políticas dos Portugueses","Jorge Manuel Vala Salvador","Instituto de Ciências Sociais (ICS/UL)",495272,495272,0
"Concurso 2012","Exploratórios 2012","Ciências da Vida e da Saúde","Biologia Experimental","Biologia Experimental - Biologia Celular e Molecular","EXPL/BEX-BCM/0224/2012","Nova abordagem da disfunção reprodutora na diabetes:análise 3D da espermatogénese e microscopia confocal Raman para análise da função mitocondrial","Sandra Catarina Gomes Amaral","Centro de Neurociências e Biologia Celular (CNBC/UC)",48132,48132,40912.2
"Concurso 2012","Exploratórios 2012","Ciências da Vida e da Saúde","Biologia Experimental","Biologia Experimental - Biologia Celular e Molecular","EXPL/BEX-BCM/0320/2012","Compreensão do papel biológico das proteases de SUMO","Manuel António Botelho Pereira Pinto","Instituto de Biologia Molecular e Celular (IBMC/UP)",49862,49862,42382.7
"Concurso 2012","Exploratórios 2012","Ciências da Vida e da Saúde","Biomedicina","Biomedicina - Mecanismos da Doença","EXPL/BIM-MEC/0115/2012","Fibrose Quística: Uma abordagem de Imagiologia Molecular","Filipa Fernandes Mendes","Associação do Instituto Superior Técnico para a Investigação e o Desenvolvimento (IST-ID)",49716,49716,0
"Concurso 2012","Exploratórios 2012","Ciências da Vida e da Saúde","Biomedicina","Biomedicina - Mecanismos da Doença","EXPL/BIM-MEC/0149/2012","N-glicosilação dos receptores das células T como um novo mecanismo na patogénese da Doença Inflamatória Intestinal. Implicações na terapêutica.","Salomé Soares de Pinho","Instituto de Patologia e Imunologia Molecular (IPATIMUP/UP)",49956,48000,40800
"Concurso 2012","Exploratórios 2012","Ciências da Vida e da Saúde","Biomedicina","Biomedicina - Mecanismos da Doença","EXPL/BIM-MEC/0206/2012","Modulação da angiogénese ocular pela grelina. Implicações na fisiopatologia da retinopatia diabética.","Amândio António Rocha Dias de Sousa","Faculdade de Medicina da Universidade do Porto (FM/UP)",42528,42528,36148.8
"Concurso 2012","Exploratórios 2012","Ciências da Vida e da Saúde","Biomedicina","Biomedicina - Mecanismos da Doença","EXPL/BIM-MEC/0239/2012","Determinantes da especificidade neuronal na doença de Machado-Joseph: estudo num modelo de C. elegans","Andreia Cristiana Teixeira de Castro","Universidade do Minho (UM)",49943,49943,42451.55
"Concurso 2012","Exploratórios 2012","Ciências da Vida e da Saúde","Biomedicina","Biomedicina - Mecanismos da Doença","EXPL/BIM-MEC/0415/2012","Novos genes da Dor: sequenciacao do exoma completo em pacientes humanos.","Ofelia Maria Vieira Pinto de Carvalho","Faculdade de Medicina da Universidade do Porto (FM/UP)",39563,23563,20028.55
"Concurso 2012","Exploratórios 2012","Ciências da Vida e da Saúde","Biomedicina","Biomedicina - Medicina Regenerativa","EXPL/BIM-MED/0492/2012","Mecanismos e estrategias de tratamento da deficiência da cicatrização cutânea na diabetes","Susana Cecília de Brito Gomes Guerreiro","Centro de Neurociências e Biologia Celular (CNBC/UC)",50000,50000,42500
"Concurso 2012","Exploratórios 2012","Ciências da Vida e da Saúde","Biomedicina","Biomedicina - Metabolismo e Nutrição","EXPL/BIM-MET/0618/2012","Vacina anti-ghrelina: uma possível alternativa no tratamento da obesidade?","Lídia Mariana Rodrigues Pereira Monteiro","Instituto de Ciências Biomédicas Abel Salazar (ICBAS/UP)",50000,50000,42500
"Concurso 2012","Exploratórios 2012","Ciências da Vida e da Saúde","Biomedicina","Biomedicina - Oncobiologia","EXPL/BIM-ONC/0056/2012","Regulação da activação de Bax pelo oncoge PKCepsilon: Um método para eliminar células cancerígenas","Rui Filipe Duarte da Silva","Universidade do Minho (UM)",41112,41112,34945.2
"Concurso 2012","Exploratórios 2012","Ciências da Vida e da Saúde","Biomedicina","Biomedicina - Oncobiologia","EXPL/BIM-ONC/0490/2012","Desenvolvimento de uma nova imunoterapia celular adoptiva autóloga para tratamento de leucemias: caracterização e optimização de linfócitos T gama-delta para aplicação clínica.","Bruno Miguel de Carvalho e Silva Santos","Instituto de Medicina Molecular (IMM/FM/UL)",50000,50000,0
"Concurso 2012","Exploratórios 2012","Ciências da Vida e da Saúde","Biomedicina","Biomedicina - Oncobiologia","EXPL/BIM-ONC/0556/2012","Identificação de novos microRNAs desregulados epigeneticamente em cancro da próstata","Carmen De Lurdes Fonseca Jerónimo","Instituto Português de Oncologia do Porto Francisco Gentil, EPE (IPO Porto)",50000,50000,42500
"Concurso 2012","Exploratórios 2012","Ciências da Vida e da Saúde","Diagnóstico, Terapêutica e Saúde Pública","Diagnóstico, Terapêutica e Saúde Pública - Epidemiologia","EXPL/DTP-EPI/0196/2012","Validação e optimização de MALDI-TOF para identificar e monitorizar clones de Escherichia coli e mecanismos de resistência a antibióticos clinicamente relevantes: uma abordagem translacional","Ângela Patrícia da Silva Novais Amorim","Instituto de Ciências e Tecnologias Agrárias e Agro-Alimentares - Porto (ICETA-Porto/UP)",34100,34100,28985
"Concurso 2012","Exploratórios 2012","Ciências da Vida e da Saúde","Diagnóstico, Terapêutica e Saúde Pública","Diagnóstico, Terapêutica e Saúde Pública - Epidemiologia","EXPL/DTP-EPI/0280/2012","Qualidade e dinâmica ósseas na infância: as alterações antropométricas longitudinais fazem a diferença?","Raquel Lucas Calado Ferreira","Instituto de Saúde Pública da Universidade do Porto (ISPUP/UP)",46709,46709,39702.65
"Concurso 2012","Exploratórios 2012","Ciências da Vida e da Saúde","Diagnóstico, Terapêutica e Saúde Pública","Diagnóstico, Terapêutica e Saúde Pública - Epidemiologia","EXPL/DTP-EPI/0376/2012","Estudo da prevalência da Fibrose Cística e caracterização das mutações no gene CFTR na população Portuguesa","Ana Isabel Fernandes Grangeia","Faculdade de Medicina da Universidade do Porto (FM/UP)",49800,49800,42330
"Concurso 2012","Exploratórios 2012","Ciências da Vida e da Saúde","Diagnóstico, Terapêutica e Saúde Pública","Diagnóstico, Terapêutica e Saúde Pública - Farmacologia e Toxicologia ","EXPL/DTP-FTO/0204/2012","Novas aplIcações para um fármaco conheciDo: Indicação dE um Anti-retroviral como modulador da HDL","Sofia de Azeredo Gaspar Pereira","Faculdade de Ciências Médicas (FCM/UNL)",48179,48179,0
"Concurso 2012","Exploratórios 2012","Ciências da Vida e da Saúde","Diagnóstico, Terapêutica e Saúde Pública","Diagnóstico, Terapêutica e Saúde Pública - Farmacologia e Toxicologia ","EXPL/DTP-FTO/0290/2012","Porque é a mitoxantrona um veneno para o coração? Em destaque os mecanismos mitocondriais, sobre o citoesqueleto e de bioactivação metabólica.","Vera Marisa Freitas Costa","Instituto de Ciências e Tecnologias Agrárias e Agro-Alimentares - Porto (ICETA-Porto/UP)",49985,49985,28784.4
"Concurso 2012","Exploratórios 2012","Ciências da Vida e da Saúde","Diagnóstico, Terapêutica e Saúde Pública","Diagnóstico, Terapêutica e Saúde Pública - Farmacologia e Toxicologia ","EXPL/DTP-FTO/0570/2012","Tecido cardíaco humano para a avaliação de toxicidade- CARDIOTOX","Susana Carvalho Rosa","Centro de Neurociências e Biologia Celular (CNBC/UC)",49800,36800,31280
"Concurso 2012","Exploratórios 2012","Ciências da Vida e da Saúde","Diagnóstico, Terapêutica e Saúde Pública","Diagnóstico, Terapêutica e Saúde Pública - Investigação Clínica","EXPL/DTP-PIC/0244/2012","Envolvimento da albumina glicada na progressão para a Diabetes: Novos mecanismos moleculares e relevância clínica na população portuguesa","Rogério José Tavares Ribeiro","Associação Protectora dos Diabéticos de Portugal (APDP)",45647,45647,0
"Concurso 2012","Exploratórios 2012","Ciências da Vida e da Saúde","Diagnóstico, Terapêutica e Saúde Pública","Diagnóstico, Terapêutica e Saúde Pública - Investigação Clínica","EXPL/DTP-PIC/0512/2012","Gânglio Sentinela e Abordagem Endoscópica Transluminal para o Cancro Esófago-Gástrico","Carla Rolanda da Rocha Gonçalves","Universidade do Minho (UM)",48229,48229,40994.65
"Concurso 2012","Exploratórios 2012","Ciências da Vida e da Saúde","Diagnóstico, Terapêutica e Saúde Pública","Diagnóstico, Terapêutica e Saúde Pública - Investigação Clínica","EXPL/DTP-PIC/0630/2012","Impacto da exclusão do Apêndice Auricular Esquerdo, na estrutura e função da Aurícula Esquerda e alterações na sintese de Péptido Natriurético Auricular.","Pedro Miguel Caeiro Almeida","Associação para a Investigação e Desenvolvimento da Faculdade de Medicina (AIDFM/FM/UL)",41837,35000,0
"Concurso 2012","Exploratórios 2012","Ciências da Vida e da Saúde","Diagnóstico, Terapêutica e Saúde Pública","Diagnóstico, Terapêutica e Saúde Pública - Investigação Clínica","EXPL/DTP-PIC/0644/2012","Utilização da IgE como biomarcador da função das Células T Reguladoras nas Doenças Autoimunes","Maria Francisca Botelho de Gusmão de Moraes de Brito Fontes","Fundação Calouste Gulbenkian (FCG)",49637,49637,0
"Concurso 2012","Exploratórios 2012","Ciências da Vida e da Saúde","Neurociências, Envelhecimento e Doenças Degenerativas","Neurociências, Envelhecimento e Doenças Degenerativas - Degeneração de Orgãos e Sistemas","EXPL/NEU-OSD/0606/2012","Alfa-sinucleína como biomarcador sanguíneo para a doença de Parkinson","Hugo Miguel Vicente Miranda","Instituto de Medicina Molecular (IMM/FM/UL)",49967,49967,0
